Sl.No,Transaction ID,Product,Price/Unit,Quantity,Total Spent,Payment Method,Purchase_Mode,Transaction Date,Discount Applied,Transaction_Month_Name,Transaction Day,Transaction Quarter,Revenue,Avg_Spend/Unit,Top sales,Bulk Order,Product Price Band
9697,TXN_9017500,Furniture,20.0,3.0,60.0,Credit Card,In-store,2022-12-03,False,December,Saturday,4,Low,20.0,0,0,Medium
9698,TXN_4824819,Computers and electric accessories,33.5,5.0,167.5,Digital Wallet,Online,2022-06-27,False,June,Monday,2,High,33.5,0,0,High
9699,TXN_8100520,Butchers,6.5,4.0,26.0,Credit Card,In-store,2023-08-01,Unknown,August,Tuesday,3,Low,6.5,0,0,Low
9700,TXN_1657303,Beverages,27.5,5.0,137.5,Cash,In-store,2022-11-25,True,November,Friday,4,Medium,27.5,0,0,Medium
9701,TXN_9610510,Butchers,26.0,9.0,234.0,Credit Card,In-store,2022-01-26,True,January,Wednesday,1,High,26.0,1,0,Medium
9702,TXN_6187845,Computers and electric accessories,12.5,3.0,37.5,Digital Wallet,In-store,2023-07-11,True,July,Tuesday,3,Low,12.5,0,0,Low
9703,TXN_1712389,Beverages,35.0,8.0,280.0,Credit Card,Online,2022-10-27,True,October,Thursday,4,High,35.0,1,0,High
9704,TXN_9174524,Furniture,20.0,9.0,180.0,Digital Wallet,Online,2023-05-23,Unknown,May,Tuesday,2,High,20.0,0,0,Medium
9705,TXN_9066614,Computers and electric accessories,23.0,3.0,69.0,Cash,In-store,2023-12-19,True,December,Tuesday,4,Low,23.0,0,0,Medium
9706,TXN_4743953,Beverages,41.0,1.0,41.0,Digital Wallet,Online,2022-04-27,False,April,Wednesday,2,Low,41.0,0,0,High
9707,TXN_1249020,Patisserie,17.0,6.0,102.0,Cash,In-store,2022-02-27,Unknown,February,Sunday,1,Medium,17.0,0,0,Low
9708,TXN_2759881,Furniture,39.5,3.0,118.5,Digital Wallet,In-store,2024-11-16,True,November,Saturday,4,Medium,39.5,0,0,High
9709,TXN_6665991,Patisserie,29.0,1.0,29.0,Cash,Online,2024-06-27,True,June,Thursday,2,Low,29.0,0,0,Medium
9710,TXN_7586036,Furniture,15.5,1.0,15.5,Cash,In-store,2024-05-23,False,May,Thursday,2,Low,15.5,0,0,Low
9711,TXN_4956593,Butchers,27.5,6.0,165.0,Digital Wallet,Online,2023-10-06,True,October,Friday,4,High,27.5,0,0,Medium
9712,TXN_2595449,Furniture,23.0,10.0,230.0,Cash,Online,2024-07-08,True,July,Monday,3,High,23.0,1,0,Medium
9713,TXN_8431895,Butchers,15.5,1.0,15.5,Credit Card,Online,2022-07-31,Unknown,July,Sunday,3,Low,15.5,0,0,Low
9714,TXN_9161445,Beverages,23.0,6.0,138.0,Cash,In-store,2023-11-03,Unknown,November,Friday,4,Medium,23.0,0,0,Medium
9715,TXN_6562922,Food,30.5,6.0,183.0,Credit Card,Online,2024-09-13,Unknown,September,Friday,3,High,30.5,0,0,High
9716,TXN_3922319,Milk Products,11.0,8.0,88.0,Credit Card,In-store,2023-04-07,False,April,Friday,2,Medium,11.0,0,0,Low
9717,TXN_2602356,Food,23.0,5.0,115.0,Cash,Online,2024-01-31,Unknown,January,Wednesday,1,Medium,23.0,0,0,Medium
9718,TXN_4573687,Patisserie,24.5,2.0,49.0,Credit Card,In-store,2024-09-02,True,September,Monday,3,Low,24.5,0,0,Medium
9719,TXN_3048452,Food,24.5,8.0,196.0,Cash,Online,2024-11-22,False,November,Friday,4,High,24.5,1,0,Medium
9720,TXN_6953040,Electric household essentials,11.0,9.0,99.0,Credit Card,In-store,2022-12-07,False,December,Wednesday,4,Medium,11.0,0,0,Low
9721,TXN_6783878,Food,41.0,6.0,246.0,Credit Card,Online,2024-11-03,Unknown,November,Sunday,4,High,41.0,1,0,High
9722,TXN_6959290,Patisserie,38.0,5.0,190.0,Digital Wallet,Online,2023-04-24,True,April,Monday,2,High,38.0,0,0,High
9723,TXN_2630398,Milk Products,12.5,9.0,112.5,Cash,Online,2024-07-26,True,July,Friday,3,Medium,12.5,0,0,Low
9724,TXN_9587075,Computers and electric accessories,14.0,3.0,42.0,Cash,In-store,2023-09-13,True,September,Wednesday,3,Low,14.0,0,0,Low
9725,TXN_3425468,Food,41.0,5.0,205.0,Digital Wallet,Online,2023-03-12,True,March,Sunday,1,High,41.0,1,0,High
9726,TXN_7119158,Electric household essentials,11.0,1.0,11.0,Cash,In-store,2023-01-13,Unknown,January,Friday,1,Low,11.0,0,0,Low
9727,TXN_1060721,Milk Products,36.5,1.0,36.5,Digital Wallet,Online,2022-07-12,Unknown,July,Tuesday,3,Low,36.5,0,0,High
9728,TXN_7246599,Beverages,36.5,7.0,255.5,Cash,In-store,2022-05-10,False,May,Tuesday,2,High,36.5,1,0,High
9729,TXN_8027476,Milk Products,29.0,2.0,58.0,Cash,Online,2024-06-28,True,June,Friday,2,Low,29.0,0,0,Medium
9730,TXN_5491571,Computers and electric accessories,17.0,7.0,119.0,Cash,In-store,2024-03-10,True,March,Sunday,1,Medium,17.0,0,0,Low
9731,TXN_9921931,Computers and electric accessories,11.0,5.0,55.0,Cash,Online,2023-02-13,Unknown,February,Monday,1,Low,11.0,0,0,Low
9732,TXN_1374547,Furniture,5.0,6.0,30.0,Credit Card,Online,2022-04-13,True,April,Wednesday,2,Low,5.0,0,0,Low
9733,TXN_1463588,Furniture,39.5,5.0,197.5,Credit Card,In-store,2024-12-10,Unknown,December,Tuesday,4,High,39.5,1,0,High
9734,TXN_1411456,Computers and electric accessories,30.5,1.0,30.5,Cash,In-store,2022-11-30,True,November,Wednesday,4,Low,30.5,0,0,High
9735,TXN_7906894,Computers and electric accessories,17.0,1.0,17.0,Credit Card,Online,2023-04-06,Unknown,April,Thursday,2,Low,17.0,0,0,Low
9736,TXN_8802193,Milk Products,21.5,2.0,43.0,Digital Wallet,Online,2022-08-05,True,August,Friday,3,Low,21.5,0,0,Medium
9737,TXN_3605723,Furniture,20.0,6.0,120.0,Digital Wallet,Online,2023-05-27,False,May,Saturday,2,Medium,20.0,0,0,Medium
9738,TXN_3645039,Milk Products,33.5,8.0,268.0,Digital Wallet,Online,2022-11-12,Unknown,November,Saturday,4,High,33.5,1,0,High
9739,TXN_8310704,Food,5.0,4.0,20.0,Digital Wallet,Online,2023-12-16,True,December,Saturday,4,Low,5.0,0,0,Low
9740,TXN_4525407,Milk Products,39.5,8.0,316.0,Cash,In-store,2022-03-02,True,March,Wednesday,1,High,39.5,1,0,High
9741,TXN_8743787,Electric household essentials,36.5,3.0,109.5,Credit Card,Online,2024-03-05,Unknown,March,Tuesday,1,Medium,36.5,0,0,High
9742,TXN_1821468,Electric household essentials,14.0,5.0,70.0,Digital Wallet,Online,2023-04-15,False,April,Saturday,2,Medium,14.0,0,0,Low
9743,TXN_7697701,Food,24.5,2.0,49.0,Credit Card,Online,2022-03-04,False,March,Friday,1,Low,24.5,0,0,Medium
9744,TXN_1545490,Patisserie,14.0,8.0,112.0,Cash,Online,2023-05-26,True,May,Friday,2,Medium,14.0,0,0,Low
9745,TXN_6571048,Food,5.0,1.0,5.0,Digital Wallet,In-store,2023-08-31,False,August,Thursday,3,Low,5.0,0,0,Low
9746,TXN_4111338,Butchers,41.0,7.0,287.0,Cash,In-store,2024-09-04,False,September,Wednesday,3,High,41.0,1,0,High
9747,TXN_1144228,Electric household essentials,38.0,1.0,38.0,Cash,Online,2024-11-19,Unknown,November,Tuesday,4,Low,38.0,0,0,High
9748,TXN_6970868,Computers and electric accessories,23.0,9.0,207.0,Cash,Online,2023-12-17,True,December,Sunday,4,High,23.0,1,0,Medium
9749,TXN_2381503,Food,17.0,9.0,153.0,Digital Wallet,In-store,2023-06-09,False,June,Friday,2,Medium,17.0,0,0,Low
9750,TXN_3358757,Butchers,21.5,3.0,64.5,Digital Wallet,Online,2023-08-27,True,August,Sunday,3,Low,21.5,0,0,Medium
9751,TXN_5239417,Electric household essentials,12.5,9.0,112.5,Credit Card,Online,2022-04-01,Unknown,April,Friday,2,Medium,12.5,0,0,Low
9752,TXN_4637114,Milk Products,32.0,9.0,288.0,Credit Card,Online,2022-03-08,True,March,Tuesday,1,High,32.0,1,0,High
9753,TXN_7684251,Food,11.0,8.0,88.0,Digital Wallet,In-store,2023-09-21,True,September,Thursday,3,Medium,11.0,0,0,Low
9754,TXN_2315468,Furniture,39.5,2.0,79.0,Cash,In-store,2023-06-23,True,June,Friday,2,Medium,39.5,0,0,High
9755,TXN_2535570,Butchers,30.5,10.0,305.0,Cash,In-store,2022-08-27,Unknown,August,Saturday,3,High,30.5,1,0,High
9756,TXN_6964544,Milk Products,32.0,6.0,192.0,Cash,Online,2022-07-20,False,July,Wednesday,3,High,32.0,0,0,High
9757,TXN_2409097,Electric household essentials,39.5,1.0,39.5,Digital Wallet,In-store,2023-01-01,False,January,Sunday,1,Low,39.5,0,0,High
9758,TXN_9417468,Food,29.0,2.0,58.0,Digital Wallet,Online,2023-08-29,False,August,Tuesday,3,Low,29.0,0,0,Medium
9759,TXN_1827392,Butchers,6.5,5.0,32.5,Cash,In-store,2023-05-20,Unknown,May,Saturday,2,Low,6.5,0,0,Low
9760,TXN_9892104,Butchers,21.5,10.0,215.0,Credit Card,Online,2022-10-21,True,October,Friday,4,High,21.5,1,0,Medium
9761,TXN_6175706,Patisserie,11.0,7.0,77.0,Digital Wallet,Online,2022-04-18,False,April,Monday,2,Medium,11.0,0,0,Low
9762,TXN_6414347,Milk Products,32.0,10.0,320.0,Digital Wallet,Online,2024-12-15,Unknown,December,Sunday,4,High,32.0,1,0,High
9763,TXN_2523425,Electric household essentials,32.0,10.0,320.0,Digital Wallet,In-store,2022-12-16,True,December,Friday,4,High,32.0,1,0,High
9764,TXN_8580799,Food,24.5,5.0,122.5,Cash,In-store,2024-10-28,True,October,Monday,4,Medium,24.5,0,0,Medium
9765,TXN_6519165,Food,30.5,7.0,213.5,Digital Wallet,Online,2023-06-09,Unknown,June,Friday,2,High,30.5,1,0,High
9766,TXN_9860940,Furniture,23.0,9.0,207.0,Credit Card,Online,2024-06-11,Unknown,June,Tuesday,2,High,23.0,1,0,Medium
9767,TXN_6852192,Patisserie,27.5,4.0,110.0,Credit Card,In-store,2023-12-12,True,December,Tuesday,4,Medium,27.5,0,0,Medium
9768,TXN_2660160,Computers and electric accessories,36.5,10.0,365.0,Credit Card,Online,2023-05-15,False,May,Monday,2,High,36.5,1,0,High
9769,TXN_2266891,Electric household essentials,35.0,1.0,35.0,Credit Card,In-store,2023-12-31,True,December,Sunday,4,Low,35.0,0,0,High
9770,TXN_7717273,Patisserie,21.5,8.0,172.0,Cash,In-store,2022-12-25,True,December,Sunday,4,High,21.5,0,0,Medium
9771,TXN_3858680,Electric household essentials,32.0,6.0,192.0,Credit Card,Online,2023-03-16,False,March,Thursday,1,High,32.0,0,0,High
9772,TXN_1116351,Computers and electric accessories,38.0,3.0,114.0,Digital Wallet,Online,2024-08-26,True,August,Monday,3,Medium,38.0,0,0,High
9773,TXN_8912384,Electric household essentials,41.0,9.0,369.0,Digital Wallet,Online,2022-07-18,True,July,Monday,3,High,41.0,1,0,High
9774,TXN_4576812,Butchers,21.5,2.0,43.0,Cash,Online,2023-06-17,False,June,Saturday,2,Low,21.5,0,0,Medium
9775,TXN_5121902,Patisserie,20.0,6.0,120.0,Cash,Online,2023-02-25,Unknown,February,Saturday,1,Medium,20.0,0,0,Medium
9776,TXN_3408025,Patisserie,38.0,8.0,304.0,Digital Wallet,Online,2024-12-25,Unknown,December,Wednesday,4,High,38.0,1,0,High
9777,TXN_8845175,Food,32.0,7.0,224.0,Digital Wallet,In-store,2023-10-05,False,October,Thursday,4,High,32.0,1,0,High
9778,TXN_4974375,Butchers,12.5,7.0,87.5,Cash,In-store,2022-03-19,True,March,Saturday,1,Medium,12.5,0,0,Low
9779,TXN_6838499,Patisserie,24.5,1.0,24.5,Digital Wallet,In-store,2022-08-14,True,August,Sunday,3,Low,24.5,0,0,Medium
9780,TXN_6276845,Computers and electric accessories,14.0,9.0,126.0,Credit Card,Online,2023-12-22,False,December,Friday,4,Medium,14.0,0,0,Low
9781,TXN_7754466,Electric household essentials,17.0,3.0,51.0,Cash,Online,2022-03-01,Unknown,March,Tuesday,1,Low,17.0,0,0,Low
9782,TXN_9471173,Furniture,41.0,3.0,123.0,Digital Wallet,Online,2023-02-27,True,February,Monday,1,Medium,41.0,0,0,High
9783,TXN_6185568,Furniture,8.0,10.0,80.0,Cash,In-store,2024-12-11,Unknown,December,Wednesday,4,Medium,8.0,0,0,Low
9784,TXN_5050241,Food,9.5,6.0,57.0,Cash,In-store,2023-09-27,Unknown,September,Wednesday,3,Low,9.5,0,0,Low
9785,TXN_4915355,Electric household essentials,12.5,7.0,87.5,Cash,Online,2022-12-13,True,December,Tuesday,4,Medium,12.5,0,0,Low
9786,TXN_4130550,Patisserie,21.5,5.0,107.5,Credit Card,Online,2023-04-28,False,April,Friday,2,Medium,21.5,0,0,Medium
9787,TXN_3584985,Computers and electric accessories,27.5,2.0,55.0,Cash,Online,2024-11-22,False,November,Friday,4,Low,27.5,0,0,Medium
9788,TXN_4006298,Milk Products,36.5,8.0,292.0,Digital Wallet,In-store,2024-02-28,False,February,Wednesday,1,High,36.5,1,0,High
9789,TXN_6647013,Butchers,11.0,7.0,77.0,Credit Card,In-store,2024-05-30,True,May,Thursday,2,Medium,11.0,0,0,Low
9790,TXN_3526562,Butchers,23.0,1.0,23.0,Credit Card,Online,2024-10-27,True,October,Sunday,4,Low,23.0,0,0,Medium
9791,TXN_4570138,Beverages,35.0,6.0,210.0,Cash,Online,2022-09-03,Unknown,September,Saturday,3,High,35.0,1,0,High
9792,TXN_2774995,Food,11.0,4.0,44.0,Digital Wallet,In-store,2024-01-29,False,January,Monday,1,Low,11.0,0,0,Low
9793,TXN_4144026,Butchers,29.0,6.0,174.0,Digital Wallet,Online,2023-11-16,True,November,Thursday,4,High,29.0,0,0,Medium
9794,TXN_1688534,Beverages,21.5,9.0,193.5,Digital Wallet,Online,2022-03-20,False,March,Sunday,1,High,21.5,1,0,Medium
9795,TXN_3033960,Butchers,29.0,5.0,145.0,Digital Wallet,In-store,2024-03-07,Unknown,March,Thursday,1,Medium,29.0,0,0,Medium
9796,TXN_2215668,Food,41.0,3.0,123.0,Credit Card,In-store,2023-06-28,False,June,Wednesday,2,Medium,41.0,0,0,High
9797,TXN_7383851,Patisserie,9.5,8.0,76.0,Digital Wallet,Online,2024-10-17,Unknown,October,Thursday,4,Medium,9.5,0,0,Low
9798,TXN_4967198,Furniture,41.0,6.0,246.0,Digital Wallet,In-store,2022-01-14,True,January,Friday,1,High,41.0,1,0,High
9799,TXN_1260673,Computers and electric accessories,36.5,3.0,109.5,Credit Card,In-store,2022-05-30,Unknown,May,Monday,2,Medium,36.5,0,0,High
9800,TXN_4961109,Butchers,26.0,5.0,130.0,Digital Wallet,In-store,2024-09-27,False,September,Friday,3,Medium,26.0,0,0,Medium
9801,TXN_3278728,Food,11.0,4.0,44.0,Cash,Online,2023-02-03,True,February,Friday,1,Low,11.0,0,0,Low
9802,TXN_7139710,Butchers,35.0,3.0,105.0,Credit Card,In-store,2022-10-10,True,October,Monday,4,Medium,35.0,0,0,High
9803,TXN_3249244,Food,36.5,4.0,146.0,Digital Wallet,In-store,2022-07-16,False,July,Saturday,3,Medium,36.5,0,0,High
9804,TXN_7608681,Electric household essentials,26.0,6.0,156.0,Digital Wallet,In-store,2024-03-07,True,March,Thursday,1,Medium,26.0,0,0,Medium
9805,TXN_6036689,Beverages,6.5,6.0,39.0,Digital Wallet,In-store,2024-07-15,False,July,Monday,3,Low,6.5,0,0,Low
9806,TXN_1032287,Food,23.0,2.0,46.0,Cash,Online,2022-07-27,Unknown,July,Wednesday,3,Low,23.0,0,0,Medium
9807,TXN_7350390,Milk Products,5.0,1.0,5.0,Credit Card,Online,2022-06-20,False,June,Monday,2,Low,5.0,0,0,Low
9808,TXN_1382421,Beverages,33.5,6.0,201.0,Credit Card,In-store,2024-07-12,Unknown,July,Friday,3,High,33.5,1,0,High
9809,TXN_7378382,Food,35.0,5.0,175.0,Credit Card,Online,2022-04-09,False,April,Saturday,2,High,35.0,0,0,High
9810,TXN_8250681,Furniture,20.0,5.0,100.0,Cash,Online,2024-03-07,False,March,Thursday,1,Medium,20.0,0,0,Medium
9811,TXN_3509178,Butchers,30.5,1.0,30.5,Digital Wallet,Online,2024-12-09,Unknown,December,Monday,4,Low,30.5,0,0,High
9812,TXN_8037528,Beverages,6.5,5.0,32.5,Digital Wallet,Online,2023-03-03,False,March,Friday,1,Low,6.5,0,0,Low
9813,TXN_8270876,Furniture,17.0,7.0,119.0,Digital Wallet,Online,2022-04-06,Unknown,April,Wednesday,2,Medium,17.0,0,0,Low
9814,TXN_1011669,Food,23.0,8.0,184.0,Credit Card,Online,2025-01-17,Unknown,January,Friday,1,High,23.0,0,0,Medium
9815,TXN_3689417,Butchers,30.5,10.0,305.0,Credit Card,In-store,2023-04-02,False,April,Sunday,2,High,30.5,1,0,High
9816,TXN_3349534,Computers and electric accessories,38.0,2.0,76.0,Credit Card,In-store,2023-01-05,Unknown,January,Thursday,1,Medium,38.0,0,0,High
9817,TXN_1199362,Beverages,6.5,3.0,19.5,Credit Card,In-store,2022-09-26,False,September,Monday,3,Low,6.5,0,0,Low
9818,TXN_4545143,Butchers,5.0,4.0,20.0,Digital Wallet,Online,2024-07-15,True,July,Monday,3,Low,5.0,0,0,Low
9819,TXN_6360517,Furniture,29.0,8.0,232.0,Credit Card,Online,2023-08-11,True,August,Friday,3,High,29.0,1,0,Medium
9820,TXN_7394333,Patisserie,9.5,8.0,76.0,Digital Wallet,Online,2022-10-18,True,October,Tuesday,4,Medium,9.5,0,0,Low
9821,TXN_1686564,Butchers,33.5,7.0,234.5,Digital Wallet,In-store,2023-09-13,Unknown,September,Wednesday,3,High,33.5,1,0,High
9822,TXN_2902480,Food,41.0,6.0,246.0,Digital Wallet,In-store,2023-01-02,True,January,Monday,1,High,41.0,1,0,High
9823,TXN_2357597,Computers and electric accessories,23.0,3.0,69.0,Cash,Online,2024-04-17,True,April,Wednesday,2,Low,23.0,0,0,Medium
9824,TXN_6787087,Beverages,24.5,10.0,245.0,Credit Card,Online,2022-10-06,False,October,Thursday,4,High,24.5,1,0,Medium
9825,TXN_4862692,Patisserie,33.5,6.0,201.0,Cash,In-store,2023-01-09,Unknown,January,Monday,1,High,33.5,1,0,High
9826,TXN_8640039,Milk Products,36.5,5.0,182.5,Cash,Online,2024-10-26,False,October,Saturday,4,High,36.5,0,0,High
9827,TXN_5073816,Butchers,11.0,4.0,44.0,Digital Wallet,Online,2023-06-24,Unknown,June,Saturday,2,Low,11.0,0,0,Low
9828,TXN_4069953,Beverages,41.0,4.0,164.0,Credit Card,Online,2023-01-01,False,January,Sunday,1,High,41.0,0,0,High
9829,TXN_8766170,Patisserie,18.5,8.0,148.0,Credit Card,In-store,2024-09-28,True,September,Saturday,3,Medium,18.5,0,0,Low
9830,TXN_7868771,Food,23.0,5.0,115.0,Cash,In-store,2024-12-31,Unknown,December,Tuesday,4,Medium,23.0,0,0,Medium
9831,TXN_4476674,Milk Products,23.0,10.0,230.0,Digital Wallet,In-store,2024-06-19,Unknown,June,Wednesday,2,High,23.0,1,0,Medium
9832,TXN_3788122,Milk Products,32.0,7.0,224.0,Cash,Online,2024-12-24,False,December,Tuesday,4,High,32.0,1,0,High
9833,TXN_4148681,Furniture,20.0,3.0,60.0,Cash,In-store,2024-04-27,False,April,Saturday,2,Low,20.0,0,0,Medium
9834,TXN_3839676,Milk Products,23.0,7.0,161.0,Credit Card,In-store,2024-11-06,False,November,Wednesday,4,High,23.0,0,0,Medium
9835,TXN_8044366,Food,17.0,5.0,85.0,Digital Wallet,Online,2023-02-02,False,February,Thursday,1,Medium,17.0,0,0,Low
9836,TXN_9152328,Food,23.0,10.0,230.0,Digital Wallet,In-store,2022-03-30,False,March,Wednesday,1,High,23.0,1,0,Medium
9837,TXN_1586746,Furniture,23.0,3.0,69.0,Credit Card,Online,2022-08-06,True,August,Saturday,3,Low,23.0,0,0,Medium
9838,TXN_3480703,Milk Products,27.5,5.0,137.5,Credit Card,Online,2022-06-26,False,June,Sunday,2,Medium,27.5,0,0,Medium
9839,TXN_7218983,Milk Products,35.0,6.0,210.0,Digital Wallet,In-store,2022-09-02,True,September,Friday,3,High,35.0,1,0,High
9840,TXN_3295816,Patisserie,33.5,8.0,268.0,Digital Wallet,In-store,2022-10-14,Unknown,October,Friday,4,High,33.5,1,0,High
9841,TXN_4106679,Butchers,33.5,5.0,167.5,Cash,In-store,2022-11-25,False,November,Friday,4,High,33.5,0,0,High
9842,TXN_4525013,Milk Products,20.0,7.0,140.0,Digital Wallet,In-store,2024-11-05,True,November,Tuesday,4,Medium,20.0,0,0,Medium
9843,TXN_1803855,Electric household essentials,15.5,5.0,77.5,Credit Card,In-store,2024-11-05,Unknown,November,Tuesday,4,Medium,15.5,0,0,Low
9844,TXN_1986874,Milk Products,15.5,3.0,46.5,Digital Wallet,In-store,2022-11-03,False,November,Thursday,4,Low,15.5,0,0,Low
9845,TXN_9414771,Butchers,9.5,9.0,85.5,Cash,In-store,2023-06-16,False,June,Friday,2,Medium,9.5,0,0,Low
9846,TXN_3466324,Beverages,26.0,4.0,104.0,Digital Wallet,Online,2022-09-05,False,September,Monday,3,Medium,26.0,0,0,Medium
9847,TXN_3342588,Milk Products,36.5,3.0,109.5,Digital Wallet,Online,2024-11-03,True,November,Sunday,4,Medium,36.5,0,0,High
9848,TXN_6786260,Food,23.0,9.0,207.0,Credit Card,Online,2024-05-26,Unknown,May,Sunday,2,High,23.0,1,0,Medium
9849,TXN_1836591,Electric household essentials,33.5,3.0,100.5,Cash,Online,2022-11-20,Unknown,November,Sunday,4,Medium,33.5,0,0,High
9850,TXN_9655455,Butchers,36.5,2.0,73.0,Digital Wallet,In-store,2022-03-31,False,March,Thursday,1,Medium,36.5,0,0,High
9851,TXN_8040862,Beverages,27.5,5.0,137.5,Digital Wallet,In-store,2023-11-25,Unknown,November,Saturday,4,Medium,27.5,0,0,Medium
9852,TXN_5037401,Milk Products,23.0,1.0,23.0,Digital Wallet,In-store,2022-10-31,Unknown,October,Monday,4,Low,23.0,0,0,Medium
9853,TXN_3851282,Milk Products,27.5,3.0,82.5,Cash,Online,2023-08-13,True,August,Sunday,3,Medium,27.5,0,0,Medium
9854,TXN_7338102,Food,24.5,10.0,245.0,Digital Wallet,In-store,2024-04-30,False,April,Tuesday,2,High,24.5,1,0,Medium
9855,TXN_5391734,Beverages,23.0,3.0,69.0,Digital Wallet,Online,2024-11-17,Unknown,November,Sunday,4,Low,23.0,0,0,Medium
9856,TXN_1884089,Butchers,12.5,5.0,62.5,Digital Wallet,In-store,2025-01-03,False,January,Friday,1,Low,12.5,0,0,Low
9857,TXN_6004811,Electric household essentials,23.0,6.0,138.0,Digital Wallet,In-store,2023-07-08,False,July,Saturday,3,Medium,23.0,0,0,Medium
9858,TXN_7086312,Butchers,20.0,2.0,40.0,Credit Card,In-store,2022-03-21,True,March,Monday,1,Low,20.0,0,0,Medium
9859,TXN_1823886,Electric household essentials,9.5,6.0,57.0,Credit Card,Online,2022-07-20,Unknown,July,Wednesday,3,Low,9.5,0,0,Low
9860,TXN_9020139,Computers and electric accessories,23.0,2.0,46.0,Digital Wallet,In-store,2024-04-15,Unknown,April,Monday,2,Low,23.0,0,0,Medium
9861,TXN_6152767,Electric household essentials,26.0,4.0,104.0,Credit Card,In-store,2024-10-14,True,October,Monday,4,Medium,26.0,0,0,Medium
9862,TXN_7991727,Electric household essentials,33.5,2.0,67.0,Credit Card,In-store,2022-07-08,True,July,Friday,3,Low,33.5,0,0,High
9863,TXN_2685942,Furniture,38.0,10.0,380.0,Credit Card,Online,2022-09-15,Unknown,September,Thursday,3,High,38.0,1,0,High
9864,TXN_8355598,Furniture,12.5,9.0,112.5,Cash,Online,2023-06-19,Unknown,June,Monday,2,Medium,12.5,0,0,Low
9865,TXN_6360373,Milk Products,15.5,10.0,155.0,Credit Card,In-store,2023-02-11,Unknown,February,Saturday,1,Medium,15.5,0,0,Low
9866,TXN_5825024,Patisserie,20.0,8.0,160.0,Digital Wallet,In-store,2023-01-31,Unknown,January,Tuesday,1,Medium,20.0,0,0,Medium
9867,TXN_1738321,Electric household essentials,33.5,7.0,234.5,Credit Card,Online,2024-08-04,True,August,Sunday,3,High,33.5,1,0,High
9868,TXN_6906730,Patisserie,26.0,9.0,234.0,Credit Card,Online,2023-10-02,Unknown,October,Monday,4,High,26.0,1,0,Medium
9869,TXN_3634752,Patisserie,24.5,1.0,24.5,Cash,In-store,2022-07-08,Unknown,July,Friday,3,Low,24.5,0,0,Medium
9870,TXN_7765366,Milk Products,15.5,9.0,139.5,Credit Card,In-store,2023-11-18,Unknown,November,Saturday,4,Medium,15.5,0,0,Low
9871,TXN_3195958,Beverages,5.0,4.0,20.0,Cash,In-store,2024-03-08,Unknown,March,Friday,1,Low,5.0,0,0,Low
9872,TXN_4240515,Electric household essentials,29.0,6.0,174.0,Credit Card,Online,2023-09-23,True,September,Saturday,3,High,29.0,0,0,Medium
9873,TXN_7451771,Electric household essentials,12.5,3.0,37.5,Cash,Online,2024-11-03,False,November,Sunday,4,Low,12.5,0,0,Low
9874,TXN_4020246,Patisserie,27.5,9.0,247.5,Digital Wallet,In-store,2024-03-22,True,March,Friday,1,High,27.5,1,0,Medium
9875,TXN_5979898,Beverages,33.5,10.0,335.0,Credit Card,In-store,2024-10-10,Unknown,October,Thursday,4,High,33.5,1,0,High
